Name	Название	X	Y	Глубина, м	Т пласта, С	T max, С	С орг, %	P пласта, Мпа
BALAKHANY-SABUNCHI-RAMANY	Балаханы-Сабунчи-Раманы	9411389.24076882	4479978.0592958	9000	222,1			
BALAKHANY-SABUNCHI-RAMANY	Балаханы-Сабунчи-Раманы	9411389.24076882	4479978.0592958	10000	240,3			
BALAKHANY-SABUNCHI-RAMANY	Балаханы-Сабунчи-Раманы	9411389.24076882	4479978.0592958	11000	258,0			
BALAKHANY-SABUNCHI-RAMANY	Балаханы-Сабунчи-Раманы	9411389.24076882	4479978.0592958	12000	275,4			
BALAKHANY-SABUNCHI-RAMANY	Балаханы-Сабунчи-Раманы	9411389.24076882	4479978.0592958	13000	292,3			
BALAKHANY-SABUNCHI-RAMANY	Балаханы-Сабунчи-Раманы	9411389.24076882	4479978.0592958	14000	309,0			
BALAKHANY-SABUNCHI-RAMANY	Балаханы-Сабунчи-Раманы	9411389.24076882	4479978.0592958	15000	325,3			
BALAKHANY-SABUNCHI-RAMANY	Балаханы-Сабунчи-Раманы	9411389.24076882	4479978.0592958	16000	341,4			
BALAKHANY-SABUNCHI-RAMANY	Балаханы-Сабунчи-Раманы	9411389.24076882	4479978.0592958	17000	357,2			
BALAKHANY-SABUNCHI-RAMANY	Балаханы-Сабунчи-Раманы	9411389.24076882	4479978.0592958	18000	372,8			
BALAKHANY-SABUNCHI-RAMANY	Балаханы-Сабунчи-Раманы	9411389.24076882	4479978.0592958	19000	388,2			
BALAKHANY-SABUNCHI-RAMANY	Балаханы-Сабунчи-Раманы	9411389.24076882	4479978.0592958	19200	391,2			
Balakhany-Sabunchi-Ramany-1374	Балаханы-Сабунчи-Раманы 1374	9411389.24076882	4479978.0592958	1200	48,0			
Balakhany-Sabunchi-Ramany-1374	Балаханы-Сабунчи-Раманы 1374	9411389.24076882	4479978.0592958	1600	53,5			
Balakhany-Sabunchi-Ramany-1374	Балаханы-Сабунчи-Раманы 1374	9411389.24076882	4479978.0592958	1800	54,5			
Balygly-3	Балыглы-3	9389260.62547867	4389087.1128087	500	27,0			
Balygly-3	Балыглы-3	9389260.62547867	4389087.1128087	1000	35,0			
Balygly-3	Балыглы-3	9389260.62547867	4389087.1128087	2000	50,0			
Balygly-3	Балыглы-3	9389260.62547867	4389087.1128087	3000	64,0			
Balygly-3	Балыглы-3	9389260.62547867	4389087.1128087	4000	78,0			
Balygly-3	Балыглы-3	9389260.62547867	4389087.1128087	4030	69,0			
Balygly-3	Балыглы-3	9389260.62547867	4389087.1128087	4500	84,0			
Balygly-3	Балыглы-3	9389260.62547867	4389087.1128087	4700	90,0			
Balygly-3	Балыглы-3	9389260.62547867	4389087.1128087	5000	91,0			
BIBIEIBAT	Бибиэйбат	9402664.65822978	4465607.74889927	500	37,6			
BIBIEIBAT	Бибиэйбат	9402664.65822978	4465607.74889927	1000	49,8			
BIBIEIBAT	Бибиэйбат	9402664.65822978	4465607.74889927	1450	58,9			
BIBIEIBAT	Бибиэйбат	9402664.65822978	4465607.74889927	2000	73,4			
BIBIEIBAT	Бибиэйбат	9402664.65822978	4465607.74889927	3000	97,9			
BIBIEIBAT	Бибиэйбат	9402664.65822978	4465607.74889927	4000	120,0			
BIBIEIBAT	Бибиэйбат	9402664.65822978	4465607.74889927	5000	140,6			
BIBIEIBAT	Бибиэйбат	9402664.65822978	4465607.74889927	6000	160,0			
BIBIEIBAT	Бибиэйбат	9402664.65822978	4465607.74889927	6250	164,7			
BIBIEIBAT	Бибиэйбат	9402664.65822978	4465607.74889927	7000	181,5			
BIBIEIBAT	Бибиэйбат	9402664.65822978	4465607.74889927	8000	200,8			
BIBIEIBAT	Бибиэйбат	9402664.65822978	4465607.74889927	9000	219,5			
BIBIEIBAT	Бибиэйбат	9402664.65822978	4465607.74889927	10000	237,6			
BIBIEIBAT	Бибиэйбат	9402664.65822978	4465607.74889927	11000	255,4			
BIBIEIBAT	Бибиэйбат	9402664.65822978	4465607.74889927	12000	272,7			
BIBIEIBAT	Бибиэйбат	9402664.65822978	4465607.74889927	13000	289,7			
BIBIEIBAT	Бибиэйбат	9402664.65822978	4465607.74889927	14000	306,4			
BIBIEIBAT	Бибиэйбат	9402664.65822978	4465607.74889927	15000	322,7			
BIBIEIBAT	Бибиэйбат	9402664.65822978	4465607.74889927	16000	338,9			
BIBIEIBAT	Бибиэйбат	9402664.65822978	4465607.74889927	17000	354,7			
BIBIEIBAT	Бибиэйбат	9402664.65822978	4465607.74889927	18000	370,4			
BIBIEIBAT	Бибиэйбат	9402664.65822978	4465607.74889927	19000	385,8			
BIBIEIBAT	Бибиэйбат	9402664.65822978	4465607.74889927	20000	401,0			
BIBIEIBAT	Бибиэйбат	9402664.65822978	4465607.74889927	20100	402,6			
Bibi-Eibat-2566	Бибиэйбат-2566	9402664.65822978	4465607.74889927	1508				51
Binagadi-371	Бинаглы-371	9395428.95181554	4481371.02474594	700	31,0			
Binagady-1167	Бинаглы-1167	9395428.95181554	4481371.02474594	615				8
BINAGADY-CHAKHNAGLYAR	Бинагады-Чахнагляр	9395428.95181554	4481371.02474594	500	45,4			
BINAGADY-CHAKHNAGLYAR	Бинагады-Чахнагляр	9395428.95181554	4481371.02474594	950	56,6			
BINAGADY-CHAKHNAGLYAR	Бинагады-Чахнагляр	9395428.95181554	4481371.02474594	1000	57,2			
BINAGADY-CHAKHNAGLYAR	Бинагады-Чахнагляр	9395428.95181554	4481371.02474594	2000	86,2			
BINAGADY-CHAKHNAGLYAR	Бинагады-Чахнагляр	9395428.95181554	4481371.02474594	3000	109,6			
BINAGADY-CHAKHNAGLYAR	Бинагады-Чахнагляр	9395428.95181554	4481371.02474594	4000	129,9			
BINAGADY-CHAKHNAGLYAR	Бинагады-Чахнагляр	9395428.95181554	4481371.02474594	5000	148,3			
BINAGADY-CHAKHNAGLYAR	Бинагады-Чахнагляр	9395428.95181554	4481371.02474594	5900	163,6			
BINAGADY-CHAKHNAGLYAR	Бинагады-Чахнагляр	9395428.95181554	4481371.02474594	6000	169,9			
BINAGADY-CHAKHNAGLYAR	Бинагады-Чахнагляр	9395428.95181554	4481371.02474594	7000	190,0			
BINAGADY-CHAKHNAGLYAR	Бинагады-Чахнагляр	9395428.95181554	4481371.02474594	8000	209,3			
BINAGADY-CHAKHNAGLYAR	Бинагады-Чахнагляр	9395428.95181554	4481371.02474594	9000	227,9			
BINAGADY-CHAKHNAGLYAR	Бинагады-Чахнагляр	9395428.95181554	4481371.02474594	10000	245,9			
BINAGADY-CHAKHNAGLYAR	Бинагады-Чахнагляр	9395428.95181554	4481371.02474594	11000	263,5			
BINAGADY-CHAKHNAGLYAR	Бинагады-Чахнагляр	9395428.95181554	4481371.02474594	12000	280,6			
BINAGADY-CHAKHNAGLYAR	Бинагады-Чахнагляр	9395428.95181554	4481371.02474594	13000	297,4			
BINAGADY-CHAKHNAGLYAR	Бинагады-Чахнагляр	9395428.95181554	4481371.02474594	14000	313,8			
BINAGADY-CHAKHNAGLYAR	Бинагады-Чахнагляр	9395428.95181554	4481371.02474594	15000	329,8			
BINAGADY-CHAKHNAGLYAR	Бинагады-Чахнагляр	9395428.95181554	4481371.02474594	16000	345,6			
BINAGADY-CHAKHNAGLYAR	Бинагады-Чахнагляр	9395428.95181554	4481371.02474594	17000	361,1			
BINAGADY-CHAKHNAGLYAR	Бинагады-Чахнагляр	9395428.95181554	4481371.02474594	18000	376,3			
BULLA-DENIZ	Булла море	9382356.17188909	4425800.73307808	500	20,2			
BULLA-DENIZ	Булла море	9382356.17188909	4425800.73307808	1000	28,5			
BULLA-DENIZ	Булла море	9382356.17188909	4425800.73307808	1600	38,5			
BULLA-DENIZ	Булла море	9382356.17188909	4425800.73307808	2000	45,1			
BULLA-DENIZ	Булла море	9382356.17188909	4425800.73307808	3000	61,7			
BULLA-DENIZ	Булла море	9382356.17188909	4425800.73307808	4000	78,3			
BULLA-DENIZ	Булла море	9382356.17188909	4425800.73307808	5000	94,9			
BULLA-DENIZ	Булла море	9382356.17188909	4425800.73307808	6000	111,5			
BULLA-DENIZ	Булла море	9382356.17188909	4425800.73307808	6600	121,5			
BULLA-DENIZ	Булла море	9382356.17188909	4425800.73307808	7000	130,1			
BULLA-DENIZ	Булла море	9382356.17188909	4425800.73307808	8000	151,8			
BULLA-DENIZ	Булла море	9382356.17188909	4425800.73307808	9000	174,0			
BULLA-DENIZ	Булла море	9382356.17188909	4425800.73307808	10000	191,3			
BULLA-DENIZ	Булла море	9382356.17188909	4425800.73307808	11000	208,6			
BULLA-DENIZ	Булла море	9382356.17188909	4425800.73307808	12000	225,8			
BULLA-DENIZ	Булла море	9382356.17188909	4425800.73307808	13000	242,8			
BULLA-DENIZ	Булла море	9382356.17188909	4425800.73307808	14000	259,7			
BULLA-DENIZ	Булла море	9382356.17188909	4425800.73307808	15000	276,5			
BULLA-DENIZ	Булла море	9382356.17188909	4425800.73307808	16000	293,2			
BULLA-DENIZ	Булла море	9382356.17188909	4425800.73307808	17000	309,8			
BULLA-DENIZ	Булла море	9382356.17188909	4425800.73307808	18000	326,3			
BULLA-DENIZ	Булла море	9382356.17188909	4425800.73307808	19000	342,7			
BULLA-DENIZ	Булла море	9382356.17188909	4425800.73307808	20000	359,0			
BULLA-DENIZ	Булла море	9382356.17188909	4425800.73307808	21000	375,3			
BULLA-DENIZ	Булла море	9382356.17188909	4425800.73307808	22000	391,5			
BULLA-DENIZ	Булла море	9382356.17188909	4425800.73307808	23000	407,6			
BULLA-DENIZ	Булла море	9382356.17188909	4425800.73307808	23600	417,2			
BULLA-DENIZ-2   (KHARA-ZIRYA-2)	Булла море-2 (Хара-Зиря-2)	9444711.68584228	4446469.450473	500	19,5			
BULLA-DENIZ-2   (KHARA-ZIRYA-2)	Булла море-2 (Хара-Зиря-2)	9444711.68584228	4446469.450473	1000	27,6			
BULLA-DENIZ-2   (KHARA-ZIRYA-2)	Булла море-2 (Хара-Зиря-2)	9444711.68584228	4446469.450473	1750	40,1			
BULLA-DENIZ-2   (KHARA-ZIRYA-2)	Булла море-2 (Хара-Зиря-2)	9444711.68584228	4446469.450473	2000	44,3			
BULLA-DENIZ-2   (KHARA-ZIRYA-2)	Булла море-2 (Хара-Зиря-2)	9444711.68584228	4446469.450473	3000	61,5			
BULLA-DENIZ-2   (KHARA-ZIRYA-2)	Булла море-2 (Хара-Зиря-2)	9444711.68584228	4446469.450473	4000	79,0			
BULLA-DENIZ-2   (KHARA-ZIRYA-2)	Булла море-2 (Хара-Зиря-2)	9444711.68584228	4446469.450473	5000	96,7			
BULLA-DENIZ-2   (KHARA-ZIRYA-2)	Булла море-2 (Хара-Зиря-2)	9444711.68584228	4446469.450473	6000	114,6			
BULLA-DENIZ-2   (KHARA-ZIRYA-2)	Булла море-2 (Хара-Зиря-2)	9444711.68584228	4446469.450473	7000	132,6			
BULLA-DENIZ-2   (KHARA-ZIRYA-2)	Булла море-2 (Хара-Зиря-2)	9444711.68584228	4446469.450473	7150	135,4			
BULLA-DENIZ-2   (KHARA-ZIRYA-2)	Булла море-2 (Хара-Зиря-2)	9444711.68584228	4446469.450473	8000	153,8			
BULLA-DENIZ-2   (KHARA-ZIRYA-2)	Булла море-2 (Хара-Зиря-2)	9444711.68584228	4446469.450473	9000	175,6			
BULLA-DENIZ-2   (KHARA-ZIRYA-2)	Булла море-2 (Хара-Зиря-2)	9444711.68584228	4446469.450473	9200	180,1			
BULLA-DENIZ-2   (KHARA-ZIRYA-2)	Булла море-2 (Хара-Зиря-2)	9444711.68584228	4446469.450473	10000	194,1			
BULLA-DENIZ-2   (KHARA-ZIRYA-2)	Булла море-2 (Хара-Зиря-2)	9444711.68584228	4446469.450473	11000	211,4			
BULLA-DENIZ-2   (KHARA-ZIRYA-2)	Булла море-2 (Хара-Зиря-2)	9444711.68584228	4446469.450473	12000	228,6			
BULLA-DENIZ-2   (KHARA-ZIRYA-2)	Булла море-2 (Хара-Зиря-2)	9444711.68584228	4446469.450473	13000	245,6			
BULLA-DENIZ-2   (KHARA-ZIRYA-2)	Булла море-2 (Хара-Зиря-2)	9444711.68584228	4446469.450473	14000	262,5			
BULLA-DENIZ-2   (KHARA-ZIRYA-2)	Булла море-2 (Хара-Зиря-2)	9444711.68584228	4446469.450473	15000	279,3			
BULLA-DENIZ-2   (KHARA-ZIRYA-2)	Булла море-2 (Хара-Зиря-2)	9444711.68584228	4446469.450473	16000	296,0			
BULLA-DENIZ-2   (KHARA-ZIRYA-2)	Булла море-2 (Хара-Зиря-2)	9444711.68584228	4446469.450473	17000	312,6			
BULLA-DENIZ-2   (KHARA-ZIRYA-2)	Булла море-2 (Хара-Зиря-2)	9444711.68584228	4446469.450473	18000	329,1			
BULLA-DENIZ-2   (KHARA-ZIRYA-2)	Булла море-2 (Хара-Зиря-2)	9444711.68584228	4446469.450473	19000	345,4			
BULLA-DENIZ-2   (KHARA-ZIRYA-2)	Булла море-2 (Хара-Зиря-2)	9444711.68584228	4446469.450473	20000	361,7			
BULLA-DENIZ-2   (KHARA-ZIRYA-2)	Булла море-2 (Хара-Зиря-2)	9444711.68584228	4446469.450473	21000	377,9			
BULLA-DENIZ-2   (KHARA-ZIRYA-2)	Булла море-2 (Хара-Зиря-2)	9444711.68584228	4446469.450473	22000	394,1			
BULLA-DENIZ-2   (KHARA-ZIRYA-2)	Булла море-2 (Хара-Зиря-2)	9444711.68584228	4446469.450473	23000	410,1			
BULLA-DENIZ-2   (KHARA-ZIRYA-2)	Булла море-2 (Хара-Зиря-2)	9444711.68584228	4446469.450473	24000	426,1			
BULLA-DENIZ-2   (KHARA-ZIRYA-2)	Булла море-2 (Хара-Зиря-2)	9444711.68584228	4446469.450473	24200	429,3			
Bulla-deniz-39	Булла море-39	9382356.17188909	4425800.73307808	5705				75
Bulla-deniz-39	Булла море-39	9382356.17188909	4425800.73307808	5200				77
Bulla-deniz-39	Булла море-39	9382356.17188909	4425800.73307808	5300				79
Bulla-deniz-39	Булла море-39	9382356.17188909	4425800.73307808	5450				76
Bulla-deniz-39	Булла море-39	9382356.17188909	4425800.73307808	5655				72
Bulla-deniz-39	Булла море-39	9382356.17188909	4425800.73307808	5701				73
Bulla-deniz-39	Булла море-39	9382356.17188909	4425800.73307808	5760				72,5
Bulla-deniz-39	Булла море-39	9382356.17188909	4425800.73307808	5075				71
Bulla-deniz-39	Булла море-39	9382356.17188909	4425800.73307808	6600				67,9
Buzovny-14	Бузовны-14	9424002.98993015	4487172.68655264	1960	60,0			18,3
BUZOVNY-MASHTAGI	Бузовны-Маштаги	9424002.98993015	4487172.68655264	200	24,6			
BUZOVNY-MASHTAGI	Бузовны-Маштаги	9424002.98993015	4487172.68655264	500	33,8			
BUZOVNY-MASHTAGI	Бузовны-Маштаги	9424002.98993015	4487172.68655264	1000	45,8			
BUZOVNY-MASHTAGI	Бузовны-Маштаги	9424002.98993015	4487172.68655264	1900	63,6			
BUZOVNY-MASHTAGI	Бузовны-Маштаги	9424002.98993015	4487172.68655264	2000	65,8			
BUZOVNY-MASHTAGI	Бузовны-Маштаги	9424002.98993015	4487172.68655264	3000	90,2			
BUZOVNY-MASHTAGI	Бузовны-Маштаги	9424002.98993015	4487172.68655264	4000	112,9			
BUZOVNY-MASHTAGI	Бузовны-Маштаги	9424002.98993015	4487172.68655264	5000	134,3			
BUZOVNY-MASHTAGI	Бузовны-Маштаги	9424002.98993015	4487172.68655264	6000	154,8			
BUZOVNY-MASHTAGI	Бузовны-Маштаги	9424002.98993015	4487172.68655264	6100	156,8			
BUZOVNY-MASHTAGI	Бузовны-Маштаги	9424002.98993015	4487172.68655264	7000	175,1			
BUZOVNY-MASHTAGI	Бузовны-Маштаги	9424002.98993015	4487172.68655264	8000	194,1			
BUZOVNY-MASHTAGI	Бузовны-Маштаги	9424002.98993015	4487172.68655264	9000	212,5			
BUZOVNY-MASHTAGI	Бузовны-Маштаги	9424002.98993015	4487172.68655264	10000	230,5			
BUZOVNY-MASHTAGI	Бузовны-Маштаги	9424002.98993015	4487172.68655264	11000	248,0			
BUZOVNY-MASHTAGI	Бузовны-Маштаги	9424002.98993015	4487172.68655264	12000	265,2			
BUZOVNY-MASHTAGI	Бузовны-Маштаги	9424002.98993015	4487172.68655264	13000	282,1			
BUZOVNY-MASHTAGI	Бузовны-Маштаги	9424002.98993015	4487172.68655264	14000	298,7			
BUZOVNY-MASHTAGI	Бузовны-Маштаги	9424002.98993015	4487172.68655264	15000	315,0			
BUZOVNY-MASHTAGI	Бузовны-Маштаги	9424002.98993015	4487172.68655264	16000	331,0			
BUZOVNY-MASHTAGI	Бузовны-Маштаги	9424002.98993015	4487172.68655264	17000	346,9			
BUZOVNY-MASHTAGI	Бузовны-Маштаги	9424002.98993015	4487172.68655264	18000	362,5			
Cheildere 4	Чейлдере 4	9449107.84394771	4444515.96306726	18		0,32	1,11	
Cheildere 4	Чейлдере 4	9449107.84394771	4444515.96306726	28		0,53	1,04	
Cheildere 4	Чейлдере 4	9449107.84394771	4444515.96306726	40		0,46	0,95	
Cheildere 6	Чейлдере 6	9451515.29330394	4444604.04048273	24		0,46	2,67	
Cheildere 6	Чейлдере 6	9451515.29330394	4444604.04048273	24,5		0,48	5,06	
CHELEKEN	Челекен	9688203.5335439	4351937.14803821	500	41,9			
CHELEKEN	Челекен	9688203.5335439	4351937.14803821	1000	53,8			
CHELEKEN	Челекен	9688203.5335439	4351937.14803821	2000	71,3			
CHELEKEN	Челекен	9688203.5335439	4351937.14803821	2800	82,7			
CHELEKEN	Челекен	9688203.5335439	4351937.14803821	3000	85,3			
CHELEKEN	Челекен	9688203.5335439	4351937.14803821	4000	97,5			
CHELEKEN	Челекен	9688203.5335439	4351937.14803821	4700	105,1			
CHELEKEN	Челекен	9688203.5335439	4351937.14803821	5000	110,5			
CHELEKEN	Челекен	9688203.5335439	4351937.14803821	6000	127,9			
CHELEKEN	Челекен	9688203.5335439	4351937.14803821	7000	144,9			
CHELEKEN	Челекен	9688203.5335439	4351937.14803821	8000	161,3			
CHELEKEN	Челекен	9688203.5335439	4351937.14803821	9000	177,3			
CHELEKEN	Челекен	9688203.5335439	4351937.14803821	10000	193,1			
CHELEKEN	Челекен	9688203.5335439	4351937.14803821	11000	208,5			
CHELEKEN	Челекен	9688203.5335439	4351937.14803821	12000	223,6			
CHELEKEN	Челекен	9688203.5335439	4351937.14803821	13000	238,5			
CHELEKEN	Челекен	9688203.5335439	4351937.14803821	14000	253,1			
CHELEKEN	Челекен	9688203.5335439	4351937.14803821	15000	267,6			
CHELEKEN	Челекен	9688203.5335439	4351937.14803821	16000	281,9			
CHELEKEN	Челекен	9688203.5335439	4351937.14803821	17000	296,0			
CHELEKEN	Челекен	9688203.5335439	4351937.14803821	17500	303,0			
Chigil ada-4	Чигил ада-4	9389260.62547867	4389087.1128087	1920	40,0			
Chigil ada-4	Чигил ада-4	9389260.62547867	4389087.1128087	2026	43,0			
Chigil ada-4	Чигил ада-4	9389260.62547867	4389087.1128087	2354	46,0			
Chigil ada-4	Чигил ада-4	9389260.62547867	4389087.1128087	5000	93,0			
Chilov adasy-13	Чилов адасы-13	9463070.99104533	4461237.90900472	150	20,0			
Chilov adasy-228	Чилов адасы-228	9463070.99104533	4461237.90900472	290	30,0			
Chilov adasy-305	Чилов адасы-305	9463070.99104533	4461237.90900472	420	38,0			
Chilov adasy-308	Чилов адасы-308	9463070.99104533	4461237.90900472	340	23,0			
Chilov adasy-31/60	Чилов адасы-31/60	9463070.99104533	4461237.90900472	500	52,0			
Chilov adasy-31/60	Чилов адасы-31/60	9463070.99104533	4461237.90900472	600	52,0			
